id,year,title,domain,primary_field,display_community,is_landmark,anchor_label,short_id,doi,cited_by_count,primary_topic,community,community_label,display_label,domain_analysis_end_year
graphene_2d_materials::https://openalex.org/W2034029316,1991,Manual on catalyst characterization (Recommendations 1991),graphene_2d_materials,Characterization / Recommendations,100013,0,,W2034029316,10.1351/pac199163091227,154,Catalytic Processes in Materials Science,13,Characterization / Recommendations,,2014
graphene_2d_materials::https://openalex.org/W2072367109,1991,Two-dimensional ordering of the DNA base guanine observed by scanning tunneling microscopy.,graphene_2d_materials,Chemistry / Materials,100012,0,,W2072367109,10.1073/pnas.88.18.8003,145,Surface Chemistry and Catalysis,12,Chemistry / Materials,,2014
graphene_2d_materials::https://openalex.org/W2146295857,1991,"The effect of phosphate on the hydrodenitrogenation activity and selectivity of alumina-supported sulfided Mo, Ni, and Ni$z.sbnd;Mo catalysts",graphene_2d_materials,Chemistry / Catalysis,100001,0,,W2146295857,10.1016/0021-9517(91)90276-a,135,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis,2014
graphene_2d_materials::https://openalex.org/W2046970347,1991,Characterization of nanometer scale wear and oxidation of transition metal dichalcogenide lubricants by atomic force microscopy,graphene_2d_materials,Materials / Film,100006,0,,W2046970347,10.1063/1.105689,120,Lubricants and Their Additives,525,Materials / Film,Materials / Film,2014
graphene_2d_materials::https://openalex.org/W2065217455,1991,Near room-temperature IR photo-detectors,graphene_2d_materials,Room-Temperature Photo-Dete… / Ro…,100015,0,,W2065217455,10.1016/0020-0891(91)90037-g,118,Photoreceptor and optogenetics research,15,Room-Temperature Photo-Dete… / Ro…,,2014
graphene_2d_materials::https://openalex.org/W2106540431,1991,Introduction of the transposable element mariner into the germline of Drosophila melanogaster.,graphene_2d_materials,Transposable / Element,100017,0,,W2106540431,10.1093/genetics/128.2.303,108,Chromosomal and Genetic Variations,17,Transposable / Element,,2014
graphene_2d_materials::https://openalex.org/W1981337539,1991,Periodic lattice distortions as a result of lattice mismatch in epitaxial films of two-dimensional materials,graphene_2d_materials,Chemistry / Materials,100012,0,,W1981337539,10.1063/1.104611,96,2D Materials and Applications,12,Chemistry / Materials,,2014
graphene_2d_materials::https://openalex.org/W22535335,1991,Public Policy Research and The Truly Disadvantaged,graphene_2d_materials,Policy / Disadvantaged,100021,0,,W22535335,10.1039/c2nr30318c,89,Policy Transfer and Learning,21,Policy / Disadvantaged,,2014
graphene_2d_materials::https://openalex.org/W2497473645,1991,Photostabilization of polymers,graphene_2d_materials,Polymers / Photostabilization,100024,0,,W2497473645,10.1016/0306-3747(91)90243-f,80,Polymer crystallization and properties,24,Polymers / Photostabilization,,2014
graphene_2d_materials::https://openalex.org/W2091804031,1991,"Heteroepitaxial growth by Van der Waals interaction in one-, two- and three-dimensional materials",graphene_2d_materials,Chemistry / Materials,100012,0,,W2091804031,10.1016/0022-0248(91)91126-u,77,2D Materials and Applications,12,Chemistry / Materials,,2014
graphene_2d_materials::https://openalex.org/W2021930149,1991,Cation and anion insertion in separate processes in poly(pyrrole) composite films,graphene_2d_materials,Separate / Separate Processes,100026,0,,W2021930149,10.1016/0022-0728(91)87025-y,76,Magnesium Alloys: Properties and Applications,26,Separate / Separate Processes,,2014
graphene_2d_materials::https://openalex.org/W2023497363,1991,Domain structure in MP (mesophase pitch)-based fibres,graphene_2d_materials,Chemistry / Materials,100485,0,,W2023497363,10.1016/0008-6223(91)90065-q,69,Fiber-reinforced polymer composites,485,Chemistry / Materials,,2014
graphene_2d_materials::https://openalex.org/W35629317,1991,Gender and Race in the Classroom; Teaching Way out of Line.,graphene_2d_materials,Gender / Race,100028,0,,W35629317,10.3390/life12050649,69,Teacher Education and Leadership Studies,28,Gender / Race,,2014
graphene_2d_materials::https://openalex.org/W2069427440,1991,Molybdenum disulfide as a hydrogen evolution catalyst for water photodecomposition on semiconductors,graphene_2d_materials,Sub / Materials,100003,0,,W2069427440,10.1016/0021-9517(91)90332-x,67,Advanced Photocatalysis Techniques,933,Sub / Materials,Sub / Materials,2014
graphene_2d_materials::https://openalex.org/W2004888572,1991,Relationship of hertzian contact pressure to friction behavior of self-lubricating boric acid films,graphene_2d_materials,Materials / Film,100006,0,,W2004888572,10.1016/0257-8972(91)90096-f,67,Metal and Thin Film Mechanics,525,Materials / Film,Materials / Film,2014
graphene_2d_materials::https://openalex.org/W2050954070,1991,A thermochemical model for analyzing low wear-rate materials,graphene_2d_materials,Materials / Film,100006,0,,W2050954070,10.1016/0257-8972(91)90103-4,61,Metal and Thin Film Mechanics,525,Materials / Film,Materials / Film,2014
graphene_2d_materials::https://openalex.org/W2007032223,1991,Numerical simulation of friction between contacting rough surfaces,graphene_2d_materials,Materials / Film,100006,0,,W2007032223,10.1088/0022-3727/24/11/030,58,"Adhesion, Friction, and Surface Interactions",525,Materials / Film,Materials / Film,2014
graphene_2d_materials::https://openalex.org/W2154471419,1991,Defects in alkylcyanobiphenyl molecular crystals studied by scanning tunneling microscopy,graphene_2d_materials,Chemistry / Materials,100012,0,,W2154471419,10.1116/1.585229,57,Surface Chemistry and Catalysis,12,Chemistry / Materials,,2014
graphene_2d_materials::https://openalex.org/W1976163456,1991,"The water lubricated, sliding wear behaviour of polymeric materials against steel",graphene_2d_materials,Materials / Film,100006,0,,W1976163456,10.1016/0301-679x(91)90041-7,55,Tribology and Wear Analysis,525,Materials / Film,Materials / Film,2014
graphene_2d_materials::https://openalex.org/W2016400114,1991,"Preparation by ion-beam-assisted deposition, analysis and tribological behavior of MoS2 films",graphene_2d_materials,Materials / Film,100006,0,,W2016400114,10.1016/0257-8972(91)90163-q,54,Metal and Thin Film Mechanics,525,Materials / Film,Materials / Film,2014
graphene_2d_materials::https://openalex.org/W2158168811,1991,Lattice parameters of sputtered MoS2 films,graphene_2d_materials,Materials / Film,100006,0,,W2158168811,10.1016/0040-6090(91)90334-t,53,Metal and Thin Film Mechanics,525,Materials / Film,Materials / Film,2014
graphene_2d_materials::https://openalex.org/W1994975967,1991,The Composition of Surface Layers Formed in a Lubricated Cam/Tappet Contact,graphene_2d_materials,Materials / Film,100006,0,,W1994975967,10.1115/1.2920601,52,Lubricants and Their Additives,525,Materials / Film,Materials / Film,2014
graphene_2d_materials::https://openalex.org/W2081518615,1991,Synthesis and activity of hydrotreating catalysts prepared via promotion by low-valent transition-metal complexes,graphene_2d_materials,Chemistry / Catalysis,100001,0,,W2081518615,10.1016/0021-9517(91)90096-m,50,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis,2014
graphene_2d_materials::https://openalex.org/W2158335850,1991,Atomic resolution on the surface of LiF(100) by atomic force microscopy,graphene_2d_materials,Atomic / Microscopy,100036,0,,W2158335850,10.1116/1.585189,49,Force Microscopy Techniques and Applications,36,Atomic / Microscopy,,2014
graphene_2d_materials::https://openalex.org/W2072875181,1991,On the chalcophile character of molybdenum: determination of sulfide/silicate partition coefficients of Mo and W,graphene_2d_materials,Chemistry / Inclusion,100029,0,,W2072875181,10.1016/0012-821x(91)90169-i,49,Geological and Geochemical Analysis,29,Chemistry / Inclusion,,2014
graphene_2d_materials::https://openalex.org/W32239043,1991,Postharvest physiology and handling of perishable plant products.,graphene_2d_materials,Postharvest / Physiology Handling,100039,0,,W32239043,10.1039/d0nr00192a,45,Postharvest Quality and Shelf Life Management,39,Postharvest / Physiology Handling,,2014
graphene_2d_materials::https://openalex.org/W1512994507,1991,Molybdate catalysts prepared by a novel impregnation method,graphene_2d_materials,Chemistry / Catalysis,100001,0,,W1512994507,10.1016/0926-860x(91)80001-f,45,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis,2014
graphene_2d_materials::https://openalex.org/W2026175601,1991,Hydrodesulfurization on MoS2/MgO,graphene_2d_materials,Chemistry / Catalysis,100001,0,,W2026175601,10.1007/bf00764733,40,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis,2014
graphene_2d_materials::https://openalex.org/W1998146686,1991,The sulphided state of nickel molybdenum catalysts supported on zirconia and aluminates,graphene_2d_materials,Chemistry / Catalysis,100001,0,,W1998146686,10.1016/0920-5861(91)80039-c,40,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis,2014
graphene_2d_materials::https://openalex.org/W1517704543,1991,Presenting features and prognosis of chronic lymphocytic leukemia in younger adults [see comments],graphene_2d_materials,Leukemia / Chronic,100042,0,,W1517704543,10.1182/blood.v78.6.1545.bloodjournal7861545,40,Chronic Lymphocytic Leukemia Research,42,Leukemia / Chronic,,2014
graphene_2d_materials::https://openalex.org/W2055843645,1991,Lattice dynamics of lithium intercalated MoS2,graphene_2d_materials,Chemistry / Sub,100007,0,,W2055843645,10.1016/0167-2738(91)90036-b,38,2D Materials and Applications,478,Chemistry / Sub,Chemistry / Sub,2014
graphene_2d_materials::https://openalex.org/W2039843886,1991,Catalytic properties of niobium sulphides in the conversion of nitrogen containing molecules,graphene_2d_materials,Chemistry / Catalysis,100001,0,,W2039843886,10.1016/0920-5861(91)80043-9,38,Inorganic Chemistry and Materials,787,Chemistry / Catalysis,Chemistry / Catalysis,2014
graphene_2d_materials::https://openalex.org/W2022852812,1991,"Utility of semilocalized bonding schemes in extended systems: three-center metal-metal bonding in molybdenum sulfide (MoS2), niobium tantalum sulfide bronze (Hx(Nb,Ta)S2), and zirconium sulfide (ZrS)",graphene_2d_materials,Chemistry / Catalysis,100001,0,,W2022852812,10.1021/ic00010a019,37,Inorganic Chemistry and Materials,787,Chemistry / Catalysis,Chemistry / Catalysis,2014
graphene_2d_materials::https://openalex.org/W1991657146,1991,Hydrogen production from natural gas and hydrogen sulphide,graphene_2d_materials,Hydrogen / Chemistry,100046,0,,W1991657146,10.1016/0360-3199(91)90168-i,37,Industrial Gas Emission Control,46,Hydrogen / Chemistry,,2014
graphene_2d_materials::https://openalex.org/W2023128953,1991,Hydrodenitrogenation of petroleum distillates : industrial aspects,graphene_2d_materials,Chemistry / Catalysis,100001,0,,W2023128953,10.1016/0920-5861(91)80032-5,37,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis,2014
graphene_2d_materials::https://openalex.org/W2768379245,1991,The biopsychology of mood and arousal,graphene_2d_materials,Biopsychology / Mood,100048,0,,W2768379245,10.1016/0022-3999(91)90028-m,36,Neural dynamics and brain function,48,Biopsychology / Mood,,2014
graphene_2d_materials::https://openalex.org/W2087649098,1991,New structures from exfoliated MoS2,graphene_2d_materials,Chemistry / Sub,100007,0,,W2087649098,10.1063/1.348839,35,Analytical Chemistry and Sensors,478,Chemistry / Sub,Chemistry / Sub,2014
graphene_2d_materials::https://openalex.org/W2063842256,1991,On the abrasive wear of some polyimides and their composites,graphene_2d_materials,Materials / Film,100006,0,,W2063842256,10.1016/0301-679x(91)90051-a,35,Tribology and Wear Analysis,525,Materials / Film,Materials / Film,2014
graphene_2d_materials::https://openalex.org/W1974197828,1991,Lineshapes of ESR signals and the nature of paramagnetic species in amorphous molybdenum sulfides,graphene_2d_materials,Chemistry / Catalysis,100001,0,,W1974197828,10.1016/0022-3697(91)90004-j,33,Chalcogenide Semiconductor Thin Films,787,Chemistry / Catalysis,Chemistry / Catalysis,2014
graphene_2d_materials::https://openalex.org/W2033870146,1991,Quantum chemical study of MoS2 hydro desulfurization catalysts,graphene_2d_materials,Chemistry / Catalysis,100001,0,,W2033870146,10.1016/0304-5102(91)85141-n,31,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis,2014
graphene_2d_materials::https://openalex.org/W2011409579,1991,Exfoliated MoS2 monolayers as substrates for magnetic materials,graphene_2d_materials,Chemistry / Sub,100007,0,,W2011409579,10.1063/1.350002,31,Catalysis and Hydrodesulfurization Studies,478,Chemistry / Sub,Chemistry / Sub,2014
graphene_2d_materials::https://openalex.org/W2044894138,1991,Influence of phosphate on the structure of sulfided alumina supported cobalt-molybdenum catalysts,graphene_2d_materials,Chemistry / Catalysis,100001,0,,W2044894138,10.1016/s0166-9834(00)84100-7,31,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis,2014
graphene_2d_materials::https://openalex.org/W1976035218,1991,"Characterization of the structural, electronic and tribological properties of metal dichalcogenides by scanning probe microscopies",graphene_2d_materials,Materials / Film,100006,0,,W1976035218,10.1016/0040-6090(91)90450-c,30,Force Microscopy Techniques and Applications,525,Materials / Film,Materials / Film,2014
graphene_2d_materials::https://openalex.org/W2008166798,1991,Ring structures on natural molybdenum disulfide investigated by scanning tunneling and scanning force microscopy,graphene_2d_materials,Chemistry / Catalysis,100001,0,,W2008166798,10.1116/1.585263,30,Surface Chemistry and Catalysis,787,Chemistry / Catalysis,Chemistry / Catalysis,2014
graphene_2d_materials::https://openalex.org/W1970406951,1991,"Synthesis and characterization of the new quaternary two-dimensional materials KCu2NbQ4(Q = Se, S)",graphene_2d_materials,Materials / Characterization,100057,0,,W1970406951,10.1016/0022-4596(91)90204-u,29,Crystal Structures and Properties,57,Materials / Characterization,,2014
graphene_2d_materials::https://openalex.org/W2054722751,1991,Study of the friction and wear properties of MoS2-filled Nylon 6,graphene_2d_materials,Materials / Film,100006,0,,W2054722751,10.1016/0043-1648(91)90350-4,29,Fiber-reinforced polymer composites,525,Materials / Film,Materials / Film,2014
graphene_2d_materials::https://openalex.org/W1974873644,1991,Preparation of carbon powders by pyrolysis of cyclododecane under vacuum and their magnetic properties,graphene_2d_materials,Graphene / Physics,100938,0,,W1974873644,10.1016/0379-6779(91)91823-s,29,Graphene research and applications,938,Graphene / Physics,,2014
graphene_2d_materials::https://openalex.org/W2004325594,1991,Inclusion of Substituted Ferrocenes and Aromatic Compounds into MoS2 Layers as New Intercalation Compounds,graphene_2d_materials,Chemistry / Sub,100007,0,,W2004325594,10.1246/cl.1991.2113,27,Chemical Synthesis and Characterization,478,Chemistry / Sub,Chemistry / Sub,2014
graphene_2d_materials::https://openalex.org/W2010253655,1991,Observation of negative differential resistance in tunneling spectroscopy of MoS2 with a scanning tunneling microscope,graphene_2d_materials,Chemistry / Catalysis,100001,0,,W2010253655,10.1116/1.585265,26,Molecular Junctions and Nanostructures,787,Chemistry / Catalysis,Chemistry / Catalysis,2014
